# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
fimB'	EC958_0040	EC958_0040	protein_coding	0	4	0	144	42	0	0	0	0	0	0	4	102
fimB'	EC958_0043	EC958_0043	protein_coding	0	4	1	146	75	1	0	0	0	0	0	4	71
fimC	EC958_0047	EC958_0047	protein_coding	0	8	1	113	71	1	0	0	0	0	0	8	42
fimD	EC958_0048	EC958_0048	protein_coding	0	33	8	86	34	8	0	0	0	0	0	33	52
fimE	EC958_0044	EC958_0044	protein_coding	0	8	0	141	76	0	0	0	0	0	0	8	65
fimF	EC958_0049	EC958_0049	protein_coding	0	6	3	102	26	3	0	0	0	0	0	6	76
fimG	EC958_0050	EC958_0050	protein_coding	0	1	2	111	32	2	0	0	0	0	0	1	79
fimH	EC958_0051	EC958_0051	protein_coding	0	12	2	86	17	2	0	0	0	0	0	12	69
fimI	EC958_0046	EC958_0046	protein_coding	1	4	4	120	76	4	0	1	0	0	0	4	44
fklB	EC958_4702	EC958_4702	protein_coding	0	5	0	62	48	0	0	0	0	0	0	5	14
flhA	EC958_2101	EC958_2101	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
flhB	EC958_2102	EC958_2102	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
flhE	EC958_2100	EC958_2100	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
flu	EC958_3314	EC958_3314	protein_coding	0	5	3	49	4	3	0	0	0	0	0	5	45
ftnA	EC958_2125	EC958_2125	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
galP	EC958_3229	EC958_3229	protein_coding	0	16	0	113	68	0	0	0	0	0	0	16	45
gamW	EC958_1342	EC958_1342	protein_coding	0	1	3	81	5	3	0	0	0	0	0	1	76
gcvH	EC958_3185	EC958_3185	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
gcvP	EC958_3184	EC958_3184	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
gcvT	EC958_3186	EC958_3186	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
glcA	EC958_3360	EC958_3360	protein_coding	0	37	2	51	1	2	0	0	0	0	0	37	50
glcB	EC958_3361	EC958_3361	protein_coding	0	20	8	90	41	8	0	0	0	0	0	20	49
glcC	EC958_3366	EC958_3366	protein_coding	0	1	1	131	76	1	0	0	0	0	0	1	55
glcD	EC958_3365	EC958_3365	protein_coding	0	22	3	102	49	3	0	0	0	0	0	22	53
glcG	EC958_3362	EC958_3362	protein_coding	0	4	0	115	70	0	0	0	0	0	0	4	45
glnA	EC958_4348	EC958_4348	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
glnG	EC958_4346	EC958_4346	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
glnL	EC958_4347	EC958_4347	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
glpR	EC958_3815	EC958_3815	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
gntT	EC958_3809	EC958_3809	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
gpmB	EC958_0126	EC958_0126	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
greB	EC958_3800	EC958_3800	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2
gshB	EC958_3233	EC958_3233	protein_coding	0	10	2	134	52	2	0	0	0	0	0	10	82
gspE	EC958_3352	EC958_3352	protein_coding	0	0	0	57	57	0	0	0	0	0	0	0	0
gspF	EC958_3351	EC958_3351	protein_coding	0	0	0	108	108	0	0	0	0	0	0	0	0
gspG	EC958_3350	EC958_3350	protein_coding	0	0	0	108	108	0	0	0	0	0	0	0	0
gspH	EC958_3349	EC958_3349	protein_coding	0	0	0	119	119	0	0	0	0	0	0	0	0
gspI	EC958_3348	EC958_3348	protein_coding	0	0	0	159	159	0	0	0	0	0	0	0	0
gspJ	EC958_3347	EC958_3347	protein_coding	0	0	0	206	206	0	0	0	0	0	0	0	0
gspK	EC958_3346	EC958_3346	protein_coding	0	14	2	191	191	2	0	0	0	0	0	14	0
gspL	EC958_3345	EC958_3345	protein_coding	0	32	25	150	134	25	0	0	0	0	0	32	16
gspM	EC958_3344	EC958_3344	protein_coding	0	23	12	172	99	12	0	0	0	0	0	23	73
hemN	EC958_4345	EC958_4345	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
himD	EC958_1122	EC958_1122	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	5
holC	EC958_4753	EC958_4753	protein_coding	0	0	0	35	34	0	0	0	0	0	0	0	1
holD	EC958_0100	EC958_0100	protein_coding	0	0	0	105	59	0	0	0	0	0	0	0	46
hrpB	EC958_0291	EC958_0291	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0
hybA	EC958_3390	EC958_3390	protein_coding	0	8	3	130	110	3	0	0	0	0	0	8	20
hybB	EC958_3389	EC958_3389	protein_coding	0	25	1	123	94	1	0	0	0	0	0	25	29
hybC	EC958_3388	EC958_3388	protein_coding	0	37	0	121	71	0	0	0	0	0	0	37	50
hybD	EC958_3387	EC958_3387	protein_coding	0	3	0	169	91	0	0	0	0	0	0	3	78
hybE	EC958_3386	EC958_3386	protein_coding	0	20	2	164	84	2	0	0	0	0	0	20	80
hybF	EC958_3385	EC958_3385	protein_coding	0	4	1	188	87	1	0	0	0	0	0	4	101
hybG	EC958_3384	EC958_3384	protein_coding	0	4	0	191	88	0	0	0	0	0	0	4	103
iadA	EC958_0061	EC958_0061	protein_coding	0	8	1	78	36	1	0	0	0	0	0	8	42
icdA	EC958_1333	EC958_1333	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0
iciA	EC958_3196	EC958_3196	protein_coding	0	0	0	22	19	0	0	0	0	0	0	0	3
idnT	EC958_0019	EC958_0019	protein_coding	0	7	0	33	19	0	0	0	0	0	0	7	14
insA	EC958_5058	EC958_5058	protein_coding	0	0	0	24	1	0	0	0	0	0	0	0	23
insA	EC958_5061	EC958_5061	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
insA	EC958_5221	EC958_5221	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
insB	EC958_4791	EC958_4791	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
insB	EC958_5059	EC958_5059	protein_coding	0	0	0	23	1	0	0	0	0	0	0	0	22
insB	EC958_5060	EC958_5060	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
insI	EC958_3280	EC958_3280	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
ispZ	EC958_1529	EC958_1529	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6
iucA	EC958_3271	EC958_3271	protein_coding	0	0	0	6	5	0	0	0	0	0	0	0	1
iucB	EC958_3272	EC958_3272	protein_coding	0	2	1	4	3	1	0	0	0	0	0	2	1
iucC	EC958_3273	EC958_3273	protein_coding	0	0	1	7	3	1	0	0	0	0	0	0	4
iucD	EC958_3274	EC958_3274	protein_coding	0	1	0	7	2	0	0	0	0	0	0	1	5
iutA	EC958_3275	EC958_3275	protein_coding	0	1	0	6	1	0	0	0	0	0	0	1	5
kpsC	EC958_3337	EC958_3337	protein_coding	0	62	16	125	41	16	0	0	0	0	0	62	84
kpsD	EC958_3335	EC958_3335	protein_coding	0	23	2	178	169	2	0	0	0	0	0	23	9
kpsE	EC958_3334	EC958_3334	protein_coding	0	2	0	184	177	0	0	0	0	0	0	2	7
kpsF	EC958_3333	EC958_3333	protein_coding	0	5	1	148	146	1	0	0	0	0	0	5	2
kpsM	EC958_3343	EC958_3343	protein_coding	0	63	12	132	17	12	0	0	0	0	0	63	115
kpsS	EC958_3338	EC958_3338	protein_coding	0	34	5	157	0	5	0	0	0	0	0	34	157
kpsT	EC958_3342	EC958_3342	protein_coding	0	17	0	190	0	0	0	0	0	0	0	17	190
kpsU	EC958_3336	EC958_3336	protein_coding	0	40	9	154	119	9	0	0	0	0	0	40	35
ligT	EC958_0290	EC958_0290	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
lplA	EC958_0116	EC958_0116	protein_coding	0	1	0	9	5	0	0	0	0	0	0	1	4
malP	EC958_3811	EC958_3811	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
malQ	EC958_3810	EC958_3810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
malT	EC958_3812	EC958_3812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
mdaB	EC958_3425	EC958_3425	protein_coding	0	0	0	20	9	0	0	0	0	0	0	0	11
mdoB	EC958_0089	EC958_0089	protein_coding	0	24	5	113	41	5	0	0	0	0	0	24	72
metC	EC958_3400	EC958_3400	protein_coding	0	0	0	18	1	0	0	0	0	0	0	0	17
metK	EC958_5057	EC958_5057	protein_coding	0	24	0	84	70	0	0	0	0	0	0	24	14
mgtA	EC958_4736	EC958_4736	protein_coding	0	37	5	54	23	5	0	0	0	0	0	37	31
mltC	EC958_3253	EC958_3253	protein_coding	0	0	0	97	31	0	0	0	0	0	0	0	66
mntR	EC958_0930	EC958_0930	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
mobA	EC958_4333	EC958_4333	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
mobB	EC958_4332	EC958_4332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
moeA	EC958_0939	EC958_0939	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
moeB	EC958_0938	EC958_0938	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
mrcB	EC958_0292	EC958_0292	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
msrA	EC958_4713	EC958_4713	protein_coding	0	10	1	74	29	1	0	0	0	0	0	10	45
mutY	EC958_3251	EC958_3251	protein_coding	0	12	1	75	10	1	0	0	0	0	0	12	65
nadR	EC958_0120	EC958_0120	protein_coding	0	1	0	4	0	0	0	0	0	0	0	1	4
ninE2	EC958_4880	EC958_4880	protein_coding	0	3	1	21	14	1	0	0	0	0	0	3	7
nohA2	EC958_4890	EC958_4890	protein_coding	0	7	2	165	150	2	0	0	0	0	0	7	15
nrdD	EC958_4731	EC958_4731	protein_coding	0	34	1	96	65	1	0	0	0	0	0	34	31
nrdG	EC958_4730	EC958_4730	protein_coding	0	5	2	114	55	2	0	0	0	0	0	5	59
nupG	EC958_3254	EC958_3254	protein_coding	0	2	0	67	29	0	0	0	0	0	0	2	38
ompR	EC958_3799	EC958_3799	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
ompW	EC958_1531	EC958_1531	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0
osmB	EC958_1616	EC958_1616	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
osmY	EC958_0104	EC958_0104	protein_coding	0	9	2	101	70	2	0	0	0	0	0	9	31
otsA	EC958_2116	EC958_2116	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
otsB	EC958_2117	EC958_2117	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
panB	EC958_0277	EC958_0277	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
panC	EC958_0276	EC958_0276	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
panD	EC958_0273	EC958_0273	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
papI	EC958_3262	EC958_3262	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
papX	EC958_3259	EC958_3259	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	1
parC	EC958_3417	EC958_3417	protein_coding	0	3	0	14	2	0	0	0	0	0	0	3	12
parE	EC958_3433	EC958_3433	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0
pckA	EC958_3797	EC958_3797	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
pepA	EC958_4754	EC958_4754	protein_coding	0	1	0	32	29	0	0	0	0	0	0	1	3
pepP	EC958_3189	EC958_3189	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3
pgpB	EC958_1610	EC958_1610	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
pitB	EC958_3380	EC958_3380	protein_coding	0	44	2	242	171	2	0	0	0	0	0	44	71
plsC	EC958_3416	EC958_3416	protein_coding	0	0	0	26	17	0	0	0	0	0	0	0	9
polA	EC958_4341	EC958_4341	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
prfC	EC958_0103	EC958_0103	protein_coding	0	22	1	110	78	1	0	0	0	0	0	22	32
prpB	EC958_0480	EC958_0480	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
prpC	EC958_0481	EC958_0481	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
prpD	EC958_0482	EC958_0482	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
prpE	EC958_0483	EC958_0483	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
pyrB	EC958_4739	EC958_4739	protein_coding	0	7	0	66	66	0	0	0	0	0	0	7	0
pyrF	EC958_1614	EC958_1614	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
pyrI	EC958_4738	EC958_4738	protein_coding	0	11	0	65	58	0	0	0	0	0	0	11	7
qseB	EC958_3421	EC958_3421	protein_coding	0	0	0	18	8	0	0	0	0	0	0	0	10
qseC	EC958_3422	EC958_3422	protein_coding	0	4	1	17	7	1	0	0	0	0	0	4	10
radA	EC958_0119	EC958_0119	protein_coding	0	2	0	3	1	0	0	0	0	0	0	2	2
rdoA	EC958_4335	EC958_4335	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
ribA	EC958_1609	EC958_1609	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
rimI	EC958_0101	EC958_0101	protein_coding	0	0	0	110	66	0	0	0	0	0	0	0	44
rpiA	EC958_3194	EC958_3194	protein_coding	0	0	0	18	3	0	0	0	0	0	0	0	15
rpsA	EC958_1121	EC958_1121	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	9
rtcA	EC958_3813	EC958_3813	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
rtcR	EC958_3814	EC958_3814	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
rusA	EC958_4882	EC958_4882	protein_coding	0	2	2	32	15	2	0	0	0	0	0	2	17
sat	EC958_3278	EC958_3278	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3
serA	EC958_3193	EC958_3193	protein_coding	0	1	0	17	2	0	0	0	0	0	0	1	15
serB	EC958_0118	EC958_0118	protein_coding	0	0	0	8	3	0	0	0	0	0	0	0	5
serC	EC958_1063	EC958_1063	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
sfsA	EC958_0289	EC958_0289	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
shiF	EC958_3270	EC958_3270	protein_coding	0	0	1	5	0	1	0	0	0	0	0	0	5
sitA	EC958_5193	EC958_5193	protein_coding	0	2	0	1	0	0	0	0	0	0	0	2	1
sitB	EC958_1391	EC958_1391	protein_coding	0	0	0	10	7	0	0	0	0	0	0	0	3
sitC	EC958_1390	EC958_1390	protein_coding	0	0	0	10	7	0	0	0	0	0	0	0	3
sitD	EC958_1389	EC958_1389	protein_coding	0	0	0	10	7	0	0	0	0	0	0	0	3
smtA	EC958_0032	EC958_0032	protein_coding	0	28	7	63	20	7	0	0	0	0	0	28	43
speA	EC958_5055	EC958_5055	protein_coding	0	14	0	77	11	0	0	0	0	0	0	14	66
speB	EC958_5053	EC958_5053	protein_coding	0	0	0	56	16	0	0	0	0	0	0	0	40
speC	EC958_3255	EC958_3255	protein_coding	0	4	3	43	21	3	0	0	0	0	0	4	22
sprT	EC958_3230	EC958_3230	protein_coding	0	8	1	120	59	1	0	0	0	0	0	8	61
sufI	EC958_3415	EC958_3415	protein_coding	0	0	0	31	26	0	0	0	0	0	0	0	5
tamA	EC958_4715	EC958_4715	protein_coding	0	12	1	77	39	1	0	0	0	0	0	12	38
tamB	EC958_4716	EC958_4716	protein_coding	0	33	6	99	53	6	0	0	0	0	0	33	46
tktA	EC958_3220	EC958_3220	protein_coding	0	6	0	41	22	0	0	0	0	0	0	6	19
tnpA	EC958_5125	EC958_5125	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
tonB	EC958_1527	EC958_1527	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0
treB	EC958_4733	EC958_4733	protein_coding	0	7	1	124	63	1	0	0	0	0	0	7	61
treC	EC958_4732	EC958_4732	protein_coding	0	7	5	127	72	5	0	0	0	0	0	7	55
treR	EC958_4734	EC958_4734	protein_coding	0	5	1	99	31	1	0	0	0	0	0	5	68
trpA	EC958_1589	EC958_1589	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
trpB	EC958_1590	EC958_1590	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
trpR	EC958_0124	EC958_0124	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
tyrP	EC958_2127	EC958_2127	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
ubiH	EC958_3188	EC958_3188	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3
uxuA	EC958_0053	EC958_0053	protein_coding	0	2	0	77	32	0	0	0	0	0	0	2	45
uxuB	EC958_0054	EC958_0054	protein_coding	0	10	0	69	35	0	0	0	0	0	0	10	34
uxuR	EC958_0056	EC958_0056	protein_coding	0	2	0	63	46	0	0	0	0	0	0	2	17
valS	EC958_4752	EC958_4752	protein_coding	0	27	0	15	14	0	0	0	0	0	0	27	1
visC	EC958_3187	EC958_3187	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2
yadB	EC958_0287	EC958_0287	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yadC	EC958_0278	EC958_0278	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yadD	EC958_0274	EC958_0274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yadE	EC958_0272	EC958_0272	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0
yadF	EC958_0268	EC958_0268	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yadG	EC958_0269	EC958_0269	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yadH	EC958_0270	EC958_0270	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yadI	EC958_0271	EC958_0271	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yafZ2	EC958_3318	EC958_3318	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	6
yahF	EC958_0472	EC958_0472	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yahG	EC958_0473	EC958_0473	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yahI	EC958_0474	EC958_0474	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yahJ	EC958_0475	EC958_0475	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yahK	EC958_0476	EC958_0476	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
yahN	EC958_0477	EC958_0477	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
yahO	EC958_0478	EC958_0478	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
ybcO	EC958_4881	EC958_4881	protein_coding	0	4	2	25	14	2	0	0	0	0	0	4	11
ybiK	EC958_0940	EC958_0940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
ybiP	EC958_0928	EC958_0928	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
ybiR	EC958_0931	EC958_0931	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
ybiS	EC958_0932	EC958_0932	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
ybiT	EC958_0933	EC958_0933	protein_coding	0	1	0	1	1	0	0	0	0	0	0	1	0
ybiV	EC958_0934	EC958_0934	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
ybiW	EC958_0935	EC958_0935	protein_coding	0	1	0	1	1	0	0	0	0	0	0	1	0
ycaI	EC958_1123	EC958_1123	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	5
ycaL	EC958_1119	EC958_1119	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	11
ycaO	EC958_1061	EC958_1061	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
ycaP	EC958_1062	EC958_1062	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0
ycgE	EC958_5195	EC958_5195	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0
ycgF	EC958_1396	EC958_1396	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0
ycgX	EC958_1394	EC958_1394	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0
yciA	EC958_1528	EC958_1528	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6
yciC	EC958_1530	EC958_1530	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	6
yciH	EC958_1615	EC958_1615	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
yciI	EC958_1526	EC958_1526	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4
yciM	EC958_1612	EC958_1612	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yciR	EC958_1619	EC958_1619	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
yciS	EC958_1611	EC958_1611	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yciW	EC958_1621	EC958_1621	protein_coding	0	1	0	0	0	0	0	0	0	0	0	1	0
yecA	EC958_2128	EC958_2128	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yecG	EC958_2115	EC958_2115	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yecH	EC958_2126	EC958_2126	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yecI	EC958_2121	EC958_2121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yecJ	EC958_2122	EC958_2122	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yecR	EC958_2124	EC958_2124	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yfjI	EC958_3310	EC958_3310	protein_coding	1	14	11	27	0	11	0	0	1	0	0	14	27
ygfA	EC958_3192	EC958_3192	protein_coding	0	1	0	10	9	0	1	0	0	0	1	0	1
ygfB	EC958_3190	EC958_3190	protein_coding	0	1	0	2	0	0	0	0	0	0	0	1	2
ygfE	EC958_3191	EC958_3191	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	1
ygfZ	EC958_3180	EC958_3180	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yggA	EC958_3202	EC958_3202	protein_coding	0	0	0	25	15	0	0	0	0	0	0	0	10
yggB	EC958_3203	EC958_3203	protein_coding	0	3	0	23	15	0	0	0	0	0	0	3	8
yggC	EC958_3212	EC958_3212	protein_coding	0	0	0	29	7	0	0	0	0	0	0	0	22
yggD	EC958_3213	EC958_3213	protein_coding	0	0	0	28	6	0	0	0	0	0	0	0	22
yggE	EC958_3201	EC958_3201	protein_coding	0	1	0	23	14	0	0	0	0	0	0	1	9
yggG	EC958_3221	EC958_3221	protein_coding	1	3	6	23	14	6	0	0	1	0	0	3	9
yggH	EC958_3250	EC958_3250	protein_coding	0	3	2	82	63	2	0	0	0	0	0	3	19
yggJ	EC958_3232	EC958_3232	protein_coding	0	11	0	124	53	0	0	0	0	0	0	11	71
yggL	EC958_3249	EC958_3249	protein_coding	0	3	1	86	64	1	0	0	0	0	0	3	22
yggM	EC958_3245	EC958_3245	protein_coding	0	8	5	104	40	5	0	0	0	0	0	8	64
yggN	EC958_3247	EC958_3247	protein_coding	0	6	0	85	52	0	0	0	0	0	0	6	33
yggR	EC958_3236	EC958_3236	protein_coding	0	10	0	113	67	0	0	0	0	0	0	10	46
yggS	EC958_3237	EC958_3237	protein_coding	0	3	0	113	47	0	0	0	0	0	0	3	66
yggT	EC958_3238	EC958_3238	protein_coding	0	8	0	94	40	0	0	0	0	0	0	8	54
yggU	EC958_3239	EC958_3239	protein_coding	0	0	1	91	40	1	0	0	0	0	0	0	51
yggV	EC958_3240	EC958_3240	protein_coding	0	9	1	87	38	1	0	0	0	0	0	9	49
yggW	EC958_3241	EC958_3241	protein_coding	0	15	2	101	48	2	0	0	0	0	0	15	53
yggX	EC958_3252	EC958_3252	protein_coding	0	1	0	85	16	0	0	0	0	0	0	1	69
yghA	EC958_3397	EC958_3397	protein_coding	0	0	0	25	1	0	0	0	0	0	0	0	24
yghB	EC958_3401	EC958_3401	protein_coding	0	0	0	9	1	0	0	0	0	0	0	0	8
yghJ	EC958_3357	EC958_3357	protein_coding	0	0	0	74	0	0	0	0	0	0	0	0	74
yghQ	EC958_3376	EC958_3376	protein_coding	0	32	3	294	178	3	0	0	0	0	0	32	116
yghR	EC958_3377	EC958_3377	protein_coding	0	16	3	278	177	3	0	0	0	0	0	16	101
yghS	EC958_3378	EC958_3378	protein_coding	0	9	5	263	176	5	0	0	0	0	0	9	87
yghT	EC958_3379	EC958_3379	protein_coding	0	15	5	258	87	5	0	0	0	0	0	15	171
yghU	EC958_3383	EC958_3383	protein_coding	0	18	3	197	105	3	0	0	0	0	0	18	92
yghW	EC958_3393	EC958_3393	protein_coding	0	0	0	95	78	0	0	0	0	0	0	0	17
yghZ	EC958_3395	EC958_3395	protein_coding	0	3	1	55	4	1	0	0	0	0	0	3	51
ygiK	EC958_3414	EC958_3414	protein_coding	0	0	0	31	3	0	0	0	0	0	0	0	28
ygiN	EC958_3426	EC958_3426	protein_coding	0	1	0	16	8	0	0	0	0	0	0	1	8
ygiV	EC958_3419	EC958_3419	protein_coding	0	3	0	13	5	0	0	0	0	0	0	3	8
ygiW	EC958_3420	EC958_3420	protein_coding	0	2	0	15	8	0	0	0	0	0	0	2	7
ygjI	EC958_3484	EC958_3484	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
ygjJ	EC958_3485	EC958_3485	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
ygjK	EC958_3486	EC958_3486	protein_coding	0	0	1	0	0	1	0	0	0	0	0	0	0
ygjL	EC958_3487	EC958_3487	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
ygjO	EC958_3490	EC958_3490	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
ygjP	EC958_3491	EC958_3491	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1
ygjQ	EC958_3492	EC958_3492	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
ygjR	EC958_3493	EC958_3493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
ygjT	EC958_3494	EC958_3494	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
ygjU	EC958_3495	EC958_3495	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
ygjV	EC958_3496	EC958_3496	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0
yhgA	EC958_3805	EC958_3805	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
yhgE	EC958_3796	EC958_3796	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2
yhgF	EC958_3801	EC958_3801	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2
yhgG	EC958_3804	EC958_3804	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1
